migsp,FIPS County Code,FIPS MCD Code,MIGCOUNTY,MIGSP Migration (3-digit) State Code,MIGPUMA
50,9,8725,Brighton town,50,200
50,9,10075,Brunswick town,50,200
50,9,11800,Canaan town,50,200
50,9,15250,Concord town,50,200
50,9,21250,East Haven town,50,200
50,9,25975,Ferdinand town,50,200
50,9,29125,Granby town,50,200
50,9,30775,Guildhall town,50,200
50,9,39700,Lemington town,50,200
50,9,39775,Lewis town,50,200
50,9,41425,Lunenburg town,50,200
50,9,42475,Maidstone town,50,200
50,9,52750,Norton town,50,200
50,9,75175,Victory town,50,200
50,9,76337,Warner's grant,50,200
50,9,76562,Warren's gore,50,200
50,11,2500,Bakersfield town,50,100
50,11,5425,Berkshire town,50,100
50,11,24050,Enosburgh town,50,100
50,11,24925,Fairfax town,50,100
50,11,25225,Fairfield town,50,100
50,11,26500,Fletcher town,50,100
50,11,27100,Franklin town,50,100
50,11,27700,Georgia town,50,100
50,11,33025,Highgate town,50,100
50,11,45850,Montgomery town,50,100
50,11,59125,Richford town,50,100
50,11,61675,St. Albans city,50,100
50,11,61750,St. Albans town,50,100
50,11,64600,Sheldon town,50,100
50,11,71725,Swanton town,50,100
50,13,860,Alburgh town,50,100
50,13,29275,Grand Isle town,50,100
50,13,35875,Isle La Motte town,50,100
50,13,50650,North Hero town,50,100
50,13,67000,South Hero town,50,100
50,15,4375,Belvidere town,50,200
50,15,11500,Cambridge town,50,200
50,15,23500,Eden town,50,200
50,15,23725,Elmore town,50,200
50,15,35050,Hyde Park town,50,200
50,15,37075,Johnson town,50,200
50,15,46675,Morristown town,50,200
50,15,70525,Stowe town,50,200
50,15,77425,Waterville town,50,200
50,15,85375,Wolcott town,50,200
50,17,7375,Bradford town,50,300
50,17,7600,Braintree town,50,300
50,17,9325,Brookfield town,50,300
50,17,13525,Chelsea town,50,300
50,17,15700,Corinth town,50,300
50,17,25675,Fairlee town,50,300
50,17,48175,Newbury town,50,300
50,17,53425,Orange town,50,300
50,17,58075,Randolph town,50,300
50,17,70675,Strafford town,50,300
50,17,72400,Thetford town,50,300
50,17,73075,Topsham town,50,300
50,17,73675,Tunbridge town,50,300
50,17,74950,Vershire town,50,300
50,17,76750,Washington town,50,300
50,17,79975,West Fairlee town,50,300
50,17,84175,Williamstown town,50,300
50,19,475,Albany town,50,200
50,19,3550,Barton town,50,200
50,19,9850,Brownington town,50,200
50,19,13150,Charleston town,50,200
50,19,16150,Coventry town,50,200
50,19,16300,Craftsbury town,50,200
50,19,17350,Derby town,50,200
50,19,28075,Glover town,50,200
50,19,30175,Greensboro town,50,200
50,19,33775,Holland town,50,200
50,19,35575,Irasburg town,50,200
50,19,36325,Jay town,50,200
50,19,40525,Lowell town,50,200
50,19,46450,Morgan town,50,200
50,19,48850,Newport city,50,200
50,19,48925,Newport town,50,200
50,19,73525,Troy town,50,200
50,19,80200,Westfield town,50,200
50,19,81700,Westmore town,50,200
50,21,5200,Benson town,50,400
50,21,7750,Brandon town,50,400
50,21,11950,Castleton town,50,400
50,21,14350,Chittenden town,50,400
50,21,14500,Clarendon town,50,400
50,21,16825,Danby town,50,400
50,21,25375,Fair Haven town,50,400
50,21,34450,Hubbardton town,50,400
50,21,35425,Ira town,50,400
50,21,37685,Killington town,50,400
50,21,44125,Mendon town,50,400
50,21,44800,Middletown Springs town,50,400
50,21,47200,Mount Holly town,50,400
50,21,47425,Mount Tabor town,50,400
50,21,54250,Pawlet town,50,400
50,21,55450,Pittsfield town,50,400
50,21,55600,Pittsford town,50,400
50,21,56875,Poultney town,50,400
50,21,57250,Proctor town,50,400
50,21,61225,Rutland city,50,400
50,21,61300,Rutland town,50,400
50,21,65275,Shrewsbury town,50,400
50,21,71050,Sudbury town,50,400
50,21,72925,Tinmouth town,50,400
50,21,75925,Wallingford town,50,400
50,21,77950,Wells town,50,400
50,21,80875,West Haven town,50,400
50,21,82300,West Rutland town,50,400
50,23,3175,Barre city,50,200
50,23,3250,Barre town,50,200
50,23,5650,Berlin town,50,200
50,23,11125,Cabot town,50,200
50,23,11350,Calais town,50,200
50,23,18550,Duxbury town,50,200
50,23,21925,East Montpelier town,50,200
50,23,25825,Fayston town,50,200
50,23,43600,Marshfield town,50,200
50,23,44500,Middlesex town,50,200
50,23,46000,Montpelier city,50,200
50,23,46225,Moretown town,50,200
50,23,50275,Northfield town,50,200
50,23,55825,Plainfield town,50,200
50,23,60625,Roxbury town,50,200
50,23,75325,Waitsfield town,50,200
50,23,76525,Warren town,50,200
50,23,76975,Waterbury town,50,200
50,23,85525,Woodbury town,50,200
50,23,86125,Worcester town,50,200
50,25,1900,Athens town,50,300
50,25,7900,Brattleboro town,50,300
50,25,9475,Brookline town,50,300
50,25,17875,Dover town,50,300
50,25,18325,Dummerston town,50,300
50,25,28900,Grafton town,50,300
50,25,30925,Guilford town,50,300
50,25,31150,Halifax town,50,300
50,25,36175,Jamaica town,50,300
50,25,40225,Londonderry town,50,300
50,25,43375,Marlboro town,50,300
50,25,48400,Newfane town,50,300
50,25,57700,Putney town,50,300
50,25,60250,Rockingham town,50,300
50,25,65762,Somerset town,50,300
50,25,70750,Stratton town,50,300
50,25,73300,Townshend town,50,300
50,25,74800,Vernon town,50,300
50,25,76225,Wardsboro town,50,300
50,25,81400,Westminster town,50,300
50,25,83950,Whitingham town,50,300
50,25,84700,Wilmington town,50,300
50,25,84850,Windham town,50,300
50,27,1300,Andover town,50,300
50,27,2575,Baltimore town,50,300
50,27,2725,Barnard town,50,300
50,27,5800,Bethel town,50,300
50,27,8275,Bridgewater town,50,300
50,27,12250,Cavendish town,50,300
50,27,13675,Chester town,50,300
50,27,32275,Hartford town,50,300
50,27,32425,Hartland town,50,300
50,27,41275,Ludlow town,50,300
50,27,52900,Norwich town,50,300
50,27,56050,Plymouth town,50,300
50,27,56350,Pomfret town,50,300
50,27,58375,Reading town,50,300
50,27,60100,Rochester town,50,300
50,27,60850,Royalton town,50,300
50,27,63775,Sharon town,50,300
50,27,69550,Springfield town,50,300
50,27,70375,Stockbridge town,50,300
50,27,77500,Weathersfield town,50,300
50,27,82000,Weston town,50,300
50,27,83050,West Windsor town,50,300
50,27,84925,Windsor town,50,300
50,27,85975,Woodstock town,50,300
51,1,0,Accomack County,51,51125
51,3,0,Albemarle County,51,51001**
51,5,0,Alleghany County,51,51000
51,7,0,Amelia County,51,51105
51,9,0,Amherst County,51,51095
51,11,0,Appomattox County,51,51095
51,13,0,Arlington County,51,1300
51,15,0,Augusta County,51,51080
51,17,0,Bath County,51,51080
51,19,0,Bedford County,51,51095
51,21,0,Bland County,51,51020
51,23,0,Botetourt County,51,51000
51,25,0,Brunswick County,51,51105
51,27,0,Buchanan County,51,51010
51,29,0,Buckingham County,51,51105
51,31,0,Campbell County,51,51096
51,33,0,Caroline County,51,51120
51,35,0,Carroll County,51,51020
51,36,0,Charles City County,51,51215
51,37,0,Charlotte County,51,51105
51,41,0,Chesterfield County,51,4100
51,43,0,Clarke County,51,51084
51,45,0,Craig County,51,51000
51,47,0,Culpeper County,51,51087
51,49,0,Cumberland County,51,51105
51,51,0,Dickenson County,51,51010
51,53,0,Dinwiddie County,51,51135
51,57,0,Essex County,51,51125
51,59,0,Fairfax County,51,59300
51,61,0,Fauquier County,51,51087
51,63,0,Floyd County,51,51040
51,65,0,Fluvanna County,51,51001**
51,67,0,Franklin County,51,51000
51,69,0,Frederick County,51,51084
51,71,0,Giles County,51,51040
51,73,0,Gloucester County,51,51125
51,75,0,Goochland County,51,51215
51,77,0,Grayson County,51,51020
51,79,0,Greene County,51,51001**
51,81,0,Greensville County,51,51135
51,83,0,Halifax County,51,51105
51,85,0,Hanover County,51,51215
51,87,0,Henrico County,51,51200
51,89,0,Henry County,51,51097
51,91,0,Highland County,51,51080
51,93,0,Isle of Wight County,51,51145
51,95,0,James City County,51,51206
51,97,0,King and Queen County,51,51125
51,99,0,King George County,51,51120
51,101,0,King William County,51,51215
51,103,0,Lancaster County,51,51125
51,105,0,Lee County,51,51010
51,107,0,Loudoun County,51,10700
51,109,0,Louisa County,51,51001**
51,111,0,Lunenburg County,51,51105
51,113,0,Madison County,51,51087
51,115,0,Mathews County,51,51125
51,117,0,Mecklenburg County,51,51105
51,119,0,Middlesex County,51,51125
51,121,0,Montgomery County,51,51040
51,125,0,Nelson County,51,51001**
51,127,0,New Kent County,51,51215
51,131,0,Northampton County,51,51125
51,133,0,Northumberland County,51,51125
51,135,0,Nottoway County,51,51105
51,137,0,Orange County,51,51087
51,139,0,Page County,51,51085
51,141,0,Patrick County,51,51097
51,143,0,Pittsylvania County,51,51097
51,145,0,Powhatan County,51,51215
51,147,0,Prince Edward County,51,51105
51,149,0,Prince George County,51,51135
51,153,0,Prince William County,51,51256
51,155,0,Pulaski County,51,51040
51,157,0,Rappahannock County,51,51087
51,159,0,Richmond County,51,51125
51,161,0,Roanoke County,51,51000
51,163,0,Rockbridge County,51,51080
51,165,0,Rockingham County,51,51110
51,167,0,Russell County,51,51010
51,169,0,Scott County,51,51010
51,171,0,Shenandoah County,51,51085
51,173,0,Smyth County,51,51020
51,175,0,Southampton County,51,51145
51,177,0,Spotsylvania County,51,51120
51,179,0,Stafford County,51,51115
51,181,0,Surry County,51,51135
51,183,0,Sussex County,51,51135
51,185,0,Tazewell County,51,51010
51,187,0,Warren County,51,51085
51,191,0,Washington County,51,51020
51,193,0,Westmoreland County,51,51125
51,195,0,Wise County,51,51010
51,197,0,Wythe County,51,51020
51,199,0,York County,51,51206
51,510,0,Alexandria city,51,51255
51,520,0,Bristol city,51,51020
51,530,0,Buena Vista city,51,51080
51,540,0,Charlottesville city,51,51001**
51,550,0,Chesapeake city,51,55000
51,570,0,Colonial Heights city,51,51135
51,580,0,Covington city,51,51000
51,590,0,Danville city,51,51097
51,595,0,Emporia city,51,51135
51,600,0,Fairfax city,51,59300
51,610,0,Falls Church city,51,59300
51,620,0,Franklin city,51,51145
51,630,0,Fredericksburg city,51,51115
51,640,0,Galax city,51,51020
51,650,0,Hampton city,51,51186
51,660,0,Harrisonburg city,51,51110
51,670,0,Hopewell city,51,51135
51,678,0,Lexington city,51,51080
51,680,0,Lynchburg city,51,51096
51,683,0,Manassas city,51,51256
51,685,0,Manassas Park city,51,51256
51,690,0,Martinsville city,51,51097
51,700,0,Newport News city,51,51175
51,710,0,Norfolk city,51,51187
51,720,0,Norton city,51,51010
51,730,0,Petersburg city,51,51135
51,735,0,Poquoson city,51,51206
51,740,0,Portsmouth city,51,51187
51,750,0,Radford city,51,51040
51,760,0,Richmond city,51,51235
51,770,0,Roanoke city,51,51000
51,775,0,Salem city,51,51000
51,790,0,Staunton city,51,51080
51,800,0,Suffolk city,51,51145
51,810,0,Virginia Beach city,51,51100
51,820,0,Waynesboro city,51,51080
51,830,0,Williamsburg city,51,51206
51,840,0,Winchester city,51,51084
53,1,0,Adams County,53,10600
53,3,0,Asotin County,53,10600
53,5,0,Benton County,53,10700
53,7,0,Chelan County,53,10300
53,9,0,Clallam County,53,11900
53,11,0,Clark County,53,11100
53,13,0,Columbia County,53,10600
53,15,0,Cowlitz County,53,11200
53,17,0,Douglas County,53,10300
53,19,0,Ferry County,53,10400
53,21,0,Franklin County,53,10700
53,23,0,Garfield County,53,10600
53,25,0,Grant County,53,10800
53,27,0,Grays Harbor County,53,11300
53,29,0,Island County,53,10200
53,31,0,Jefferson County,53,11900
53,33,0,King County,53,11600
53,35,0,Kitsap County,53,11800
53,37,0,Kittitas County,53,10800
53,39,0,Klickitat County,53,11000
53,41,0,Lewis County,53,11000
53,43,0,Lincoln County,53,10600
53,45,0,Mason County,53,11300
53,47,0,Okanogan County,53,10400
53,49,0,Pacific County,53,11200
53,51,0,Pend Oreille County,53,10400
53,53,0,Pierce County,53,11500
53,55,0,San Juan County,53,10200
53,57,0,Skagit County,53,10200
53,59,0,Skamania County,53,11000
53,61,0,Snohomish County,53,11700
53,63,0,Spokane County,53,10500
53,65,0,Stevens County,53,10400
53,67,0,Thurston County,53,11400
53,69,0,Wahkiakum County,53,11200
53,71,0,Walla Walla County,53,10700
53,73,0,Whatcom County,53,10100
53,75,0,Whitman County,53,10600
53,77,0,Yakima County,53,10900
54,1,0,Barbour County,54,500
54,3,0,Berkeley County,54,400
54,5,0,Boone County,54,900
54,7,0,Braxton County,54,600
54,9,0,Brooke County,54,100
54,11,0,Cabell County,54,800
54,13,0,Calhoun County,54,600
54,15,0,Clay County,54,1000
54,17,0,Doddridge County,54,200
54,19,0,Fayette County,54,1200
54,21,0,Gilmer County,54,600
54,23,0,Grant County,54,500
54,25,0,Greenbrier County,54,1100
54,27,0,Hampshire County,54,400
54,29,0,Hancock County,54,100
54,31,0,Hardy County,54,500
54,33,0,Harrison County,54,200
54,35,0,Jackson County,54,600
54,37,0,Jefferson County,54,400
54,39,0,Kanawha County,54,1000
54,41,0,Lewis County,54,500
54,43,0,Lincoln County,54,900
54,45,0,Logan County,54,1300
54,47,0,McDowell County,54,1300
54,49,0,Marion County,54,200
54,51,0,Marshall County,54,100
54,53,0,Mason County,54,800
54,55,0,Mercer County,54,1200
54,57,0,Mineral County,54,400
54,59,0,Mingo County,54,1300
54,61,0,Monongalia County,54,300
54,63,0,Monroe County,54,1100
54,65,0,Morgan County,54,400
54,67,0,Nicholas County,54,1100
54,69,0,Ohio County,54,100
54,71,0,Pendleton County,54,500
54,73,0,Pleasants County,54,700
54,75,0,Pocahontas County,54,1100
54,77,0,Preston County,54,300
54,79,0,Putnam County,54,900
54,81,0,Raleigh County,54,1200
54,83,0,Randolph County,54,500
54,85,0,Ritchie County,54,600
54,87,0,Roane County,54,600
54,89,0,Summers County,54,1100
54,91,0,Taylor County,54,200
54,93,0,Tucker County,54,500
54,95,0,Tyler County,54,600
54,97,0,Upshur County,54,500
54,99,0,Wayne County,54,800
54,101,0,Webster County,54,1100
54,103,0,Wetzel County,54,600
54,105,0,Wirt County,54,700
54,107,0,Wood County,54,700
54,109,0,Wyoming County,54,1300
55,1,0,Adams County,55,1601
55,3,0,Ashland County,55,100
55,5,0,Barron County,55,55100
55,7,0,Bayfield County,55,100
55,9,0,Brown County,55,200
55,11,0,Buffalo County,55,700
55,13,0,Burnett County,55,100
55,15,0,Calumet County,55,1401
55,17,0,Chippewa County,55,55100
55,19,0,Clark County,55,55100
55,21,0,Columbia County,55,1000
55,23,0,Crawford County,55,700
55,25,0,Dane County,55,00104*
55,27,0,Dodge County,55,1001
55,29,0,Door County,55,1300
55,31,0,Douglas County,55,100
55,33,0,Dunn County,55,55102
55,35,0,Eau Claire County,55,55100
55,37,0,Florence County,55,1300
55,39,0,Fond du Lac County,55,1401
55,41,0,Forest County,55,600
55,43,0,Grant County,55,800
55,45,0,Green County,55,800
55,47,0,Green Lake County,55,1400
55,49,0,Iowa County,55,800
55,51,0,Iron County,55,100
55,53,0,Jackson County,55,700
55,55,0,Jefferson County,55,1001
55,57,0,Juneau County,55,1601
55,59,0,Kenosha County,55,10000
55,61,0,Kewaunee County,55,1301
55,63,0,La Crosse County,55,900
55,65,0,Lafayette County,55,800
55,67,0,Langlade County,55,600
55,69,0,Lincoln County,55,600
55,71,0,Manitowoc County,55,1301
55,73,0,Marathon County,55,1600
55,75,0,Marinette County,55,1300
55,77,0,Marquette County,55,1400
55,78,0,Menominee County,55,1400
55,79,0,Milwaukee County,55,40100
55,81,0,Monroe County,55,700
55,83,0,Oconto County,55,1300
55,85,0,Oneida County,55,600
55,87,0,Outagamie County,55,1500
55,89,0,Ozaukee County,55,20000
55,91,0,Pepin County,55,700
55,93,0,Pierce County,55,700
55,95,0,Polk County,55,55100
55,97,0,Portage County,55,1601
55,99,0,Price County,55,100
55,101,0,Racine County,55,30000
55,103,0,Richland County,55,800
55,105,0,Rock County,55,2400
55,107,0,Rusk County,55,100
55,109,0,St. Croix County,55,55102
55,111,0,Sauk County,55,1000
55,113,0,Sawyer County,55,100
55,115,0,Shawano County,55,1400
55,117,0,Sheboygan County,55,2500
55,119,0,Taylor County,55,100
55,121,0,Trempealeau County,55,700
55,123,0,Vernon County,55,700
55,125,0,Vilas County,55,600
55,127,0,Walworth County,55,50000
55,129,0,Washburn County,55,100
55,131,0,Washington County,55,20000
55,133,0,Waukesha County,55,70100
55,135,0,Waupaca County,55,1400
55,137,0,Waushara County,55,1400
55,139,0,Winnebago County,55,1501
55,141,0,Wood County,55,1601
56,1,0,Albany County,56,300
56,3,0,Big Horn County,56,100
56,5,0,Campbell County,56,200
56,7,0,Carbon County,56,400
56,9,0,Converse County,56,400
56,11,0,Crook County,56,200
56,13,0,Fremont County,56,500
56,15,0,Goshen County,56,200
56,17,0,Hot Springs County,56,500
56,19,0,Johnson County,56,200
56,21,0,Laramie County,56,300
56,23,0,Lincoln County,56,100
56,25,0,Natrona County,56,400
56,27,0,Niobrara County,56,200
56,29,0,Park County,56,100
56,31,0,Platte County,56,200
56,33,0,Sheridan County,56,100
56,35,0,Sublette County,56,500
56,37,0,Sweetwater County,56,500
56,39,0,Teton County,56,100
56,41,0,Uinta County,56,500
56,43,0,Washakie County,56,200
56,45,0,Weston County,56,200
72,1,0,Adjuntas Municipio,72,401
72,3,0,Aguada Municipio,72,101
72,5,0,Aguadilla Municipio,72,102
72,7,0,Aguas Buenas Municipio,72,602
72,9,0,Aibonito Municipio,72,602
72,11,0,Añasco Municipio,72,101
72,13,0,Arecibo Municipio,72,301
72,15,0,Arroyo Municipio,72,701
72,17,0,Barceloneta Municipio,72,301
72,19,0,Barranquitas Municipio,72,601
72,21,0,Bayamón Municipio,72,807
72,23,0,Cabo Rojo Municipio,72,201
72,25,0,Caguas Municipio,72,1001
72,27,0,Camuy Municipio,72,302
72,29,0,Canóvanas Municipio,72,900
72,31,0,Carolina Municipio,72,900
72,33,0,Cataño Municipio,72,803
72,35,0,Cayey Municipio,72,602
72,37,0,Ceiba Municipio,72,1101
72,39,0,Ciales Municipio,72,501
72,41,0,Cidra Municipio,72,602
72,43,0,Coamo Municipio,72,403
72,45,0,Comerío Municipio,72,601
72,47,0,Corozal Municipio,72,601
72,49,0,Culebra Municipio,72,1101
72,51,0,Dorado Municipio,72,502
72,53,0,Fajardo Municipio,72,1101
72,54,0,Florida Municipio,72,301
72,55,0,Guánica Municipio,72,401
72,57,0,Guayama Municipio,72,701
72,59,0,Guayanilla Municipio,72,401
72,61,0,Guaynabo Municipio,72,803
72,63,0,Gurabo Municipio,72,1002
72,65,0,Hatillo Municipio,72,302
72,67,0,Hormigueros Municipio,72,202
72,69,0,Humacao Municipio,72,1102
72,71,0,Isabela Municipio,72,102
72,73,0,Jayuya Municipio,72,402
72,75,0,Juana Díaz Municipio,72,403
72,77,0,Juncos Municipio,72,1002
72,79,0,Lajas Municipio,72,201
72,81,0,Lares Municipio,72,302
72,83,0,Las Marías Municipio,72,202
72,85,0,Las Piedras Municipio,72,1002
72,87,0,Loíza Municipio,72,900
72,89,0,Luquillo Municipio,72,1101
72,91,0,Manatí Municipio,72,501
72,93,0,Maricao Municipio,72,202
72,95,0,Maunabo Municipio,72,701
72,97,0,Mayagüez Municipio,72,202
72,99,0,Moca Municipio,72,101
72,101,0,Morovis Municipio,72,501
72,103,0,Naguabo Municipio,72,1102
72,105,0,Naranjito Municipio,72,601
72,107,0,Orocovis Municipio,72,601
72,109,0,Patillas Municipio,72,701
72,111,0,Peñuelas Municipio,72,401
72,113,0,Ponce Municipio,72,402
72,115,0,Quebradillas Municipio,72,102
72,117,0,Rincón Municipio,72,101
72,119,0,Río Grande Municipio,72,1101
72,121,0,Sabana Grande Municipio,72,201
72,123,0,Salinas Municipio,72,701
72,125,0,San Germán Municipio,72,201
72,127,0,San Juan Municipio,72,808
72,129,0,San Lorenzo Municipio,72,1002
72,131,0,San Sebastián Municipio,72,101
72,133,0,Santa Isabel Municipio,72,403
72,135,0,Toa Alta Municipio,72,503
72,137,0,Toa Baja Municipio,72,502
72,139,0,Trujillo Alto Municipio,72,900
72,141,0,Utuado Municipio,72,302
72,143,0,Vega Alta Municipio,72,503
72,145,0,Vega Baja Municipio,72,501
72,147,0,Vieques Municipio,72,1101
72,149,0,Villalba Municipio,72,403
72,151,0,Yabucoa Municipio,72,1102
72,153,0,Yauco Municipio,72,401
72,153,0,Yauco Municipio,72,401
,,,,,
"*The MIGPUMA codes for Gwinnett County, Georgia and Dane County, Wisconsin have changed.",,,,,
"For 2012 and 2013 ACS, the MIGPUMAs for Gwinnett County and Richmond County, Georgia were assigned duplicate codes",,,,,
"of 04000.  Starting with the 2014 ACS, Gwinnett County has a MIGPUMA code of 04007.",,,,,
"In addition, the MIGPUMAs for northwestern Wisconsin (Ashland, Bayfield, Burnett, Douglas, Iron, Price, Rusk, Sawyer, Taylor,",,,,,
"and Washburn Counties) and Dane County were assigned duplicate codes of 00100.   Starting with the 2014 ACS, Dane County",,,,,
has a MIGPUMA code of 00104.,,,,,
The serial number (SERIALNO) and person number (SPORDER) for those records in the 2012 and 2013 PUMS files where the,,,,,
MIGPUMA is Gwinnett County or Dane County can be found at the bottom of the 2012 and 2013 MIGPUMA code lists.,,,,,
,,,,,
"** For 2012, 2013, and 2014 ACS, the MIGPUMAs Charlottesville area (Albemarle, Fluvanna, Greene, Louisa, Nelson Counties, ",,,,,
"and Charlottesville city) and the Roanoke area (Alleghany,  Botetourt, Craig, Franklin, and Roanoke Counties; and Covington, ",,,,,
"Roanoke, and Salem cities) in Virginia were assigned duplicate codes of 51000.  Starting with the 2015 ACS, the Charlottesville ",,,,,
area has a MIGPUMA code of 51001.,,,,,
"In addition, the MIGPUMAs for Lexington and Saluda Counties and for Calhoun, Fairfield, Kershaw, and Richland Counties",,,,,
"in South Carolina were assigned duplicate codes of 00600.  Starting with the 2015 ACS, Lexington and Saluda Counties",,,,,
has a MIGPUMA code of 00606.,,,,,
"The serial number (SERIALNO) and person number (SPORDER) for those records in the 2012, 2013, and 2014 PUMS files where",,,,,
"the MIGPUMA is the Charlottesville area; or Lexington County or Salula County can be found at the bottom of the 2012, 2013",,,,,
and 2014 MIGPUMA code lists.,,,,,
